question_text,answer_text
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 1,"1
DIGITAL DEVICES, 
EXAMPLES AND 
IMPORTANCE
SECTION  
2
Year 1Information Communication Technology"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 2,"1
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
ICTs IN THE SOCIETY
Emerging Technology and Applications
INTRODUCTION
Hello Learner! This section will introduce you to how digital devices are crucial for 
modern society. You will examine current and emerging digital devices and describe 
their purpose and uses. You will also explore smart technology, wireless connectivity 
and the link between the growth in the use of smartphones with the transformation of 
social media. At the end of this section you should be able to use various digital devices 
in daily activities.
At the end of this section, you should be able to:
• Explain digital devices and their importance
• Differentiate between desktops, laptops, smart gadgets (tablets), and servers.
• Explore the purpose and uses of smartphones, digital cameras, wearable devices, game 
devices, eBook readers, portable and digital media players.
• Explore the purpose and uses of smartphones, digital cameras, wearable devices, game 
devices, eBook readers and portable digital players.
Key Ideas
• A digital device is an electronic device that processes and stores data in a digital format.
• Digital devices are important because they play a crucial role in modern society by 
enhancing various aspects of daily life. They facilitate instant communication, allowing 
people to connect with others globally through emails, messaging apps, and video calls.
• Digital technologies in education have transformed the way learners learn and how 
teachers instruct, making education more accessible, engaging, and effective.
• Computers are digital devices and can be put into various groupings. For example, 
personal computers (e.g., desktops, laptops, tablets), servers, smart gadgets (e.g., 
smartphones, smart speakers, smart watches).
• Servers are central computers that house and share resources with other computers 
(clients) on a network.
• Knowledge of the various types of computers is important as it helps potential users to 
make the right choices depending on their user needs.
• A smartphone is a multifunctional mobile device that can make calls, send texts, browse 
the internet, take pictures, play games, and access a wide variety of apps.
• A digital camera captures and stores digital images."
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 3,"2
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
• Wearable devices are electronic devices that are worn on the body. They can track a 
variety of data, be used to make payments and control smart home devices.
• A game device is an electronic device that is designed for playing video games.
• An e-reader is a portable electronic device that is designed for reading eBooks. e-readers 
allow you to carry a large library of eBooks with you wherever you go.
• A portable media player is a device that can be used to play audio and video files. Portable 
media players allow you to listen to your favourite music on the go.
• A media player is a device or software that plays audio and video files.
• Digital smart devices are portable, can connect to the internet, and be controlled remotely. 
They use different types of wireless connections, such as Bluetooth, infrared, and NFC.
• The Internet of Things (IoT) describes physical devices with sensors, software, and other 
technologies that connect and exchange data with other devices and systems over the 
internet.
DIGITAL DEVICES
Digital devices have become an integral part of our daily lives, shaping the way we 
communicate, work, learn and entertain ourselves. From smartphones and laptops 
to tablets and smartwatches, these devices have transformed the way we interact with 
technology. In this digital age, understanding the significance of digital devices is 
crucial for navigating the modern world.
Analogue and Digital
An analogue signal is a signal that changes smoothly over time. An analogue device 
sends and receives data in a continuous flow, like a traditional clock or a dimmer 
switch. In contrast, a digital signal has only two states: ‘on’ or ‘off’ , with no in-between. 
Digital signals are made up of pulses that are either 1s or 0s.
Figure 2.1: Analogue signal and clock, and digital signal and clock"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 4,"3
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
What is a Digital Device?
A digital device is an electronic tool that can create, send, share, receive, store, and 
show digital data. Digital devices turn information into binary code, which is made up 
of zeros and ones. Analogue devices, on the other hand, turn information into electric 
pulses with different strengths. Digital devices are more accurate, can store data better, 
and handle more data than analogue devices. Examples of digital devices are personal 
computers, digital clocks, gaming consoles, and smartphones.
Why are Digital Devices Important?
The reasons that digital devices are important are many and can vary depending on 
how and where the devices are being used. The reasons for their importance includes: 
1. They can quickly process data for a variety of purposes.
2. They are able to provide quick access to information.
3. They are compact, faster, lighter and more versatile than non-digital devices.
4. They are able to store and move huge amounts of information locally or remotely 
and move it around virtually instantaneously.
5. They are able to automate tasks.
6. They can work 24/7.
7. They are able to break down distance barriers and allow people from different 
parts of the world to communicate instantly.
Digital technologies have changed almost everything in modern life. They have 
revolutionised areas like education, travel, work, shopping, entertainment, and 
communication. These technologies save people time and money in their personal and 
work lives by automating tasks, making it easier to connect with others, and reducing 
the need to travel as much.
Figure 2.2 Some areas where digital devices are commonly used today
Watch the following video on how technology has made our lives easier:
How Has Technology Made Our Lives Easier? (4 mins)
YouTube Video link: https://www.youtube.com/watch?v=ZDzjqmU43Vw"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 5,"4
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
Activity 2.1
Read the scenario below and answer the question that follows it.
Scenario
In Ghana, digital devices have become integral to everyday life, transforming 
communication, commerce, and entertainment. From busy cities to remote 
villages people purchase smartphones, tablets and smart TVs to stay connected 
with loved ones, access information and enjoy entertainment. Famers like 
Akwesi utilise mobile apps to optimise crop cultivation, whilst entrepreneurs 
like Salamatu can expand her business online. Whether checking the weather 
forecast, conducting mobile payments or streaming Ghanaian dramas, digital 
devices empower Ghanaians, enrichen their lives and drive progress in the 
country.
Now answer the question below:
Identify at least three digital devices in the scenario. Compare your answers with 
a partner and add any additional devices identified by your partner to your list.
DIGITAL TECHNOLOGIES IN EDUCATION
Digital technologies have become integral to education, transforming traditional 
learning environments and methodologies. Their influence spans various aspects of 
the educational experience, from enhancing access to information to personalising 
learning experiences. Here are some key areas where digital technologies are making a 
significant impact in education.
1. Increased student engagement.
2.  Access to a vast range of interesting and up-to-date resources.
3.  Improved lesson plans for teachers.
4.  Personalised learning.
5.  Building essential 21st Century skills.
6.  Increased scope for distance learning."
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 6,"5
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
Watch the following video on the benefits of using technology in education:
YouTube Video link: https://www.youtube.com/watch?v=oDAkGCsTsyA
What is Digital Learning?
Digital learning is any type of learning that uses digital technology. This usually involves 
using computers and often the internet. Some examples of digital learning are:
1. Classroom technologies using special software, hardware, and the internet
2. Online tutoring
3. E-textbooks
4. Social media
5. Multimedia
6. Online games
7. Mobile phones
8. Audio podcasts
Nowadays, teachers and students can access many online resources. For example, 
Twinkl, an online educational publisher from the UK, offers a lot of fun learning 
materials, including resources for ICT courses.
Figure 2.3 A slideshow on Twinkl that can be downloaded"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 7,"6
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
The Difference between Digital Learning and E-Learning
Digital learning E-learning
This uses digital devices such 
as computers and internet 
connectivity to help with 
learning, whether students 
and teachers are in the same 
room or not. It can give 
access to a range of different 
materials that can support 
learning such as videos, 
interactive quizzes, and online 
courses
This is a type of digital learning that is fully online, so 
the learning happens remotely. Students and teachers 
are in different places and use online tools and platforms 
like Teams, Zoom, Google Classroom, Gmail, WhatsApp, 
Facebook, to communicate.
In many parts of the world, schools are increasingly using 
e-learning to add to the learning done in the classroom. 
For example, homework might be set online. Blended 
learning is the term used for combining traditional face-to-
face learning with online technologies.
Recent Acceleration of Digital Learning
The COVID-19 pandemic caused the largest disruption in education history, affecting 
an estimated 1.6 billion learners in over 200 countries. School closures impacted more 
than 94% of the global learner population. During lockdowns, digital learning became 
the sole means of continuing education, leading to a significant rise in the use of digital 
technologies across all education levels.
Advantages of Digital Learning
Digital learning offers numerous advantages, transforming traditional educational 
methods and providing new opportunities for learners and educators alike. Advantages 
include:
1. Personalised Learning:  Digital learning can help make education more 
personal by matching the teaching methods to each student’s needs. It allows 
students to learn in a way that suits them best and at their own pace. Digital 
tools also offer extra help, like screen readers for students who need them.
2. Improved Learner Engagement: Using multimedia like images, audio, and 
video in lessons can make learning more interesting and fun. Digital devices 
can turn boring subjects into interactive and enjoyable experiences.
3. Increased Access to Materials:  With the internet and portable storage, 
learning resources are available anytime—24/7. This means students can 
study when and where they want, review lectures, and access global resources. 
Recorded lectures can help with note-taking and allow students to revisit tricky 
topics.
4. Cost-Saving Education:  Many e-learning courses are free and can be 
completed from home, saving money on travel and other expenses.
5. Variety of Learning Tools: Digital learning often uses computers or tablets, 
which means students can easily back up their work. Files can be saved on 
a computer or in cloud storage and accessed from different devices in any 
location. Tools like spellcheck can help correct mistakes in essays and reports."
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 8,"7
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
6. Facilitates Collaboration: Students and teachers can easily share documents 
through school networks or the internet, making collaboration easier. Allowing 
students to work in groups on documents
Overall, digital learning enhances the educational experience by making it more 
flexible, engaging, and accessible, while also preparing learners for the demands of a 
digitally connected world.
Disadvantages of Digital Learning
Digital learning, while offering numerous advantages, also comes with several 
disadvantages that can impact learners, educators, and the learning process itself. Here 
are some of the disadvantages:
1. Less social interaction with peers and facilitators: Digital Learning can reduce 
the face-to-face interactions, meaning that students can find it more difficult to 
collaborate with each other.
2. Technical problems can disrupt learning: Slow internet, poor hardware and 
software crashes can mean that some activities may not be possible, or even 
that learning cannot take place sometimes.
3. Unequal access to technology and the internet: Not everyone has access to the 
same access to the latest technologies and as such some learners could have very 
slow internet, or older hardware, meaning that they struggle to be involved, or 
minimise their access to the lessons and activities.
4. Quality of education can vary: Just because a course is available, it does not 
mean that they are always the best quality, there are thousands of courses that 
can be studied, but the quality should be checked.
5. Health issues from too much screen time: Extended use of digital devices can 
lead to eye strain, poor posture and other health problems, especially if regular 
breaks are not taken
6. Difficult to ensure honesty in online tests: It can be more difficult to monitor 
tests done remotely to ensure that people don’t cheat and that the tests are fair. 
Hard to teach hands-on skills online: There are some subjects that are much 
easier to teach in person such as art, science where practical sessions would 
support learning.
Perhaps the biggest disadvantage of digital learning is the digital divide. When we talk 
about the digital divide, we are referring to the percentage of people who have access 
to the internet and digital devices and the percentage of those who do not. Digital 
learning is not an option for those who have no access to either an internet connection 
or a computer or mobile phone."
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 9,"8
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
Figure 2.4: A gap exists between those who have affordable access, skills, and support to effec-
tively engage online and those who do not
Digital learning needs a digital device. Some families can’t always get these devices. Many 
only have one shared device, like a desktop computer, or none at all. The monthly cost of 
internet can be too high for some families. Software like word processing or spreadsheet 
programs can also be expensive. Luckily, some companies offer programs with very similar 
features for free, but they often don’t have all the features.
Learning materials for online courses are occasionally given out on CD-ROMs or flash 
drives, but normally, you need to access, or download, them from the internet. Internet 
reliability and speed can be different depending on the country and location. In rural 
areas, only slower internet connections might be available.
People taking online courses need some level of digital skills to complete their studies 
successfully. Learners often have to join video calls (which need webcams, microphones, 
and speakers) and send emails or upload work. For those who are not familiar with 
using a computer or the internet, this can make it much harder to follow the materials 
and participate in the lessons.
Activity 2.2
Read the scenario below to answer the following questions. Share your 
answers with your teacher or colleagues:
Awuni’s ICT facilitator gave the class an assignment to research on the history 
of Ghana and print out at least two (2) pages of their findings for submission the 
following day. Awuni was able to do the work by using an internet café to access 
the Internet, search, type and print a summary of his findings. This was then 
submitted it to his facilitator as expected.
1. What digital devices did Awuni use to access the Internet, compile and print 
his findings?"
Explain key concepts from ICT_LM_FINAL_SECTION_2-LV - Page 10,"9
DIGITAL DEVICES, EXAMPLES AND IMPORTANCESECTION 2
2. Which digital device did the internet café use to connect to the internet for 
users like Awuni to access?
3. Mention at least four other digital devices used in society?
Having completed Activity 2.2, let’s use the experience gained so far to identity 
at least one digital device that can be used in each of the following situations. 
Try to think of as many different digital devices as possible.
4. An author writing a book for publication.
5. A journalist in a car posting news feed to TV studio.
6. A graphic designer creating a poster.
7. A call centre manager receiving and making a call.
8. A teacher presenting a lesson using a PowerPoint presentation
9. A student needing an internet connection to watch a YouTube video for 
extended learning.
10. A bank offers its services its customers even after working hours.
11. A farmer that uses ICT tools in his farming activities.
INTERNET USAGE IN AFRICA
As of January 2024,  Nigeria  had more than 103 million internet users - the highest 
number reported all over Africa. Meanwhile, Ghana ranked sixth with over 24 million 
users.
Figure 2.5: Top 11 internet users in Africa as of January 2024, by country (in millions)"
